age,apps,mins,goals,assists,yel,red,shots,ps%,aerials_won,motm,rating,tackles,interceptions,fouls,offsides_won,clearances,dribbled,blocks,own_goals,key_passes,dribblings,fouled,offsides,dispossed,bad_controls,avg_passes,crosses,long_passes,through_passes,traded,pos_DF,pos_FW,pos_GK,pos_MF
26,12,1107,0,0,2,0,0.3,84.8,0.8,0,6.48,1.1,1.9,0.9,0.4,4.3,0.5,0.4,0,0.1,0.5,0.5,0.0,0.1,0.2,38.5,0.0,2.9,0.0,1,True,False,False,False
32,12,1187,1,0,5,0,0.4,67.2,1.3,1,6.49,1.7,0.8,0.9,0.2,1.9,0.9,0.3,0,0.2,0.7,0.5,0.0,0.8,0.8,18.8,0.3,0.9,0.0,0,True,False,False,False
31,14,1209,0,1,4,1,0.3,79.0,0.9,0,6.34,1.7,1.3,0.9,0.9,3.0,0.5,0.2,0,0.5,0.2,0.3,0.0,0.2,0.8,23.5,0.3,0.7,0.0,0,True,False,False,False
24,18,1594,13,0,5,0,4.1,73.2,2.3,2,7.2,0.5,0.2,1.6,0.1,1.1,0.7,0.2,0,0.8,0.4,1.8,0.6,1.2,2.5,15.7,0.0,0.7,0.1,0,False,True,False,False
32,5,495,0,0,0,0,0.0,57.5,0.3,0,6.86,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,0.0,0.2,0.0,0.0,0.0,25.5,0.0,7.0,0.0,1,False,False,True,False
26,0,2,0,0,0,0,0.0,100.0,0.0,0,6.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,1,False,True,False,False
29,2,163,0,0,0,0,0.0,84.3,0.2,0,6.03,0.4,0.4,0.5,0.0,0.0,0.1,0.0,0,0.0,0.1,0.1,0.0,0.1,0.2,10.5,0.0,1.5,0.0,1,False,False,False,True
28,24,2141,1,1,6,0,1.2,84.5,1.6,0,6.92,1.2,2.2,0.6,0.4,3.6,0.3,0.5,1,0.3,0.4,0.9,0.0,0.1,0.3,38.9,0.1,2.6,0.0,0,True,False,False,False
22,0,27,0,0,0,0,1.0,66.7,1.0,0,6.1,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0,False,True,False,False
21,16,1271,2,2,0,0,1.1,78.1,0.6,0,6.59,0.6,0.5,0.1,0.0,0.5,0.4,0.0,0,0.8,0.7,0.4,0.2,0.9,1.3,21.3,0.3,0.7,0.1,0,False,True,False,False
27,21,1961,0,4,4,0,0.7,69.1,2.0,2,6.87,1.6,0.9,0.7,0.1,2.3,0.5,0.3,1,1.8,0.3,1.1,0.1,0.2,0.7,34.2,2.3,1.1,0.0,0,False,False,False,True
27,24,2029,0,1,9,1,0.2,71.4,2.3,1,6.74,1.6,2.1,1.2,0.5,4.2,0.6,0.5,0,0.4,0.1,1.2,0.0,0.3,0.4,34.6,0.2,3.4,0.0,0,True,False,False,False
19,0,3,0,0,0,0,0.0,50.0,0.0,0,5.86,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0,True,False,False,False
34,17,1631,5,2,1,0,1.7,66.8,3.3,0,6.5,0.3,0.1,0.8,0.0,0.3,0.1,0.0,0,0.5,0.1,0.6,0.2,0.5,1.1,10.6,0.0,0.2,0.0,0,False,True,False,False
22,4,405,0,0,1,0,0.1,83.3,0.3,0,6.39,0.7,0.8,0.6,0.0,0.4,0.6,0.0,0,0.4,0.8,0.7,0.0,1.2,0.0,22.8,0.2,0.7,0.0,1,False,False,False,True
31,36,3240,0,3,13,0,0.4,65.0,0.9,0,6.89,2.7,1.3,1.6,0.6,1.4,1.9,0.2,0,1.7,0.6,1.5,0.1,0.6,0.8,36.8,1.7,4.0,0.0,0,False,False,False,True
33,2,109,0,0,1,0,0.3,78.6,0.3,0,6.23,1.0,0.3,0.3,0.3,0.0,0.0,0.0,0,0.5,0.5,0.3,0.0,0.0,0.3,14.0,0.5,0.8,0.0,0,False,False,False,True
20,30,2727,2,7,0,0,1.5,75.2,0.8,1,6.65,0.8,0.6,0.8,0.0,0.4,0.5,0.1,0,0.9,0.9,1.6,0.2,1.6,2.2,27.7,0.3,0.5,0.0,0,False,True,False,False
20,9,848,0,0,1,0,0.4,85.0,0.4,0,6.55,1.2,1.4,0.6,0.5,1.7,0.5,0.3,0,0.4,0.9,0.9,0.0,0.5,1.0,30.3,0.3,2.5,0.1,1,True,False,False,False
28,14,1659,5,2,2,0,1.9,57.4,6.5,1,6.83,0.3,0.2,0.8,0.0,0.9,0.2,0.1,0,0.5,0.3,0.4,0.2,0.5,1.2,18.6,0.0,0.2,0.0,0,False,True,False,False
32,9,954,1,0,5,0,0.2,73.4,1.6,1,6.79,2.5,1.2,0.9,0.2,2.3,0.8,0.1,0,0.4,0.2,0.8,0.0,0.4,0.3,22.9,0.5,1.0,0.1,0,True,False,False,False
22,0,37,0,0,1,0,0.0,80.0,0.0,0,5.94,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0,0.0,0.0,0.5,0.3,0.3,0.3,1.3,0.0,0.0,0.0,0,False,True,False,False
25,25,2126,6,3,4,0,2.0,78.5,0.1,2,7.0,1.2,0.5,1.2,0.0,0.3,0.8,0.0,0,1.6,1.8,1.6,0.3,2.3,2.0,26.4,1.2,2.5,0.1,0,False,True,False,False
25,12,1135,3,0,2,0,0.4,78.4,1.9,0,7.18,2.0,2.1,0.9,0.7,4.8,0.2,1.0,0,0.1,0.5,0.8,0.0,0.4,0.7,35.0,0.0,2.9,0.0,0,True,False,False,False
31,31,2619,5,6,11,0,1.8,68.5,0.4,3,7.19,2.7,2.5,2.4,0.1,0.8,1.9,0.1,0,1.1,0.7,1.6,0.0,0.8,0.6,39.7,0.5,3.4,0.2,0,False,False,False,True
21,4,483,2,0,1,0,0.4,84.3,0.2,0,6.46,1.3,0.7,0.8,0.0,0.3,0.7,0.1,0,0.5,0.2,1.1,0.0,0.5,0.3,20.1,0.1,0.8,0.0,0,False,False,False,True
35,1,90,0,0,0,0,0.0,87.5,0.0,0,6.74,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,2.0,0.0,0,False,False,True,False
23,29,2517,7,6,7,0,1.9,80.4,0.4,4,7.05,0.7,0.5,1.1,0.0,0.1,1.0,0.0,0,1.4,2.4,1.6,0.5,2.6,1.8,31.4,0.2,0.3,0.0,0,False,True,False,False
26,18,1620,1,0,6,0,0.3,79.5,1.4,0,6.94,1.9,1.9,1.1,0.3,6.1,0.5,0.4,0,0.1,0.1,0.6,0.1,0.1,0.0,37.1,0.0,3.9,0.0,0,True,False,False,False
22,2,168,0,0,1,0,0.3,72.7,1.0,0,6.29,2.0,0.7,1.7,0.3,0.3,0.3,0.0,0,0.7,0.0,0.7,0.0,0.7,2.3,18.3,0.3,0.0,0.0,0,False,False,False,True
35,9,877,1,1,4,1,0.8,72.2,0.3,0,6.3,0.6,0.4,0.3,0.0,0.4,0.4,0.1,0,0.7,0.2,0.9,0.0,0.8,0.6,17.0,0.5,1.2,0.0,0,False,False,False,True
31,18,1584,12,3,2,0,3.0,76.7,1.0,1,7.06,0.5,0.2,1.2,0.0,0.7,0.2,0.0,0,0.8,0.7,0.5,1.0,1.3,1.2,18.4,0.4,0.9,0.0,0,False,True,False,False
27,33,2965,1,6,3,0,0.3,82.5,0.3,0,6.94,2.2,1.7,0.8,0.6,1.5,0.6,0.3,0,1.0,0.7,1.0,0.1,0.7,0.0,50.5,0.7,6.0,0.1,0,True,False,False,False
22,0,110,0,0,1,0,0.4,74.5,0.3,0,6.12,0.3,0.0,0.4,0.0,0.0,0.1,0.0,0,0.1,0.4,0.2,0.1,0.4,0.5,3.6,0.2,0.0,0.0,1,False,True,False,False
30,5,515,1,0,2,0,0.9,66.7,0.3,0,6.34,0.4,0.8,0.4,0.2,1.4,0.1,0.0,0,0.2,0.3,0.3,0.1,0.3,0.5,10.3,0.3,0.1,0.0,1,False,False,False,True
20,16,1366,0,0,4,0,0.8,75.5,1.3,1,6.74,2.4,1.5,1.3,0.1,1.0,0.6,0.2,0,0.4,1.2,2.3,0.0,1.7,1.2,25.4,0.1,1.7,0.1,0,False,False,False,True
27,14,1205,0,0,0,0,0.0,79.7,1.6,0,6.84,2.1,3.3,0.6,0.4,3.8,0.4,0.5,0,0.1,0.1,0.5,0.1,0.2,0.5,25.8,0.1,1.6,0.0,0,True,False,False,False
25,8,746,0,0,0,2,0.5,67.3,2.1,0,6.44,2.0,1.3,1.5,0.1,1.5,2.3,0.2,0,0.2,0.3,1.2,0.0,0.7,0.7,20.0,0.5,1.1,0.0,0,True,False,False,False
28,5,510,1,0,0,1,0.3,83.1,2.4,0,6.35,0.7,0.9,0.6,0.2,2.7,0.2,0.5,0,0.1,0.0,0.8,0.0,0.0,0.1,24.8,0.0,1.6,0.0,0,True,False,False,False
26,22,2036,0,0,4,0,0.7,85.2,3.7,1,6.98,2.0,1.8,0.7,0.5,7.8,0.7,0.2,0,0.1,0.0,0.6,0.0,0.2,0.1,53.5,0.0,2.8,0.0,0,True,False,False,False
27,31,2764,0,0,10,0,0.2,82.4,1.6,0,6.5,1.7,1.4,1.5,1.2,3.8,0.6,0.3,0,0.2,0.8,0.3,0.0,0.2,0.6,41.4,0.0,3.4,0.0,0,False,False,False,True
21,15,1423,0,2,3,0,0.3,92.2,0.8,0,6.79,1.0,1.1,0.5,0.4,0.5,0.7,0.1,0,0.4,0.3,1.3,0.0,0.0,0.5,66.6,0.1,3.2,0.0,0,False,False,False,True
22,3,284,0,0,2,0,0.0,74.5,0.8,0,6.82,2.3,1.8,0.8,1.0,1.5,0.3,0.3,0,0.3,0.5,0.3,0.0,1.8,0.3,36.3,0.3,1.0,0.0,0,True,False,False,False
25,23,2076,8,3,3,0,1.6,74.2,1.3,1,6.91,0.6,0.2,1.4,0.0,0.3,0.2,0.1,0,1.2,1.5,2.4,0.7,2.1,3.2,19.1,0.0,0.5,0.2,1,False,True,False,False
31,2,180,0,0,1,1,0.0,65.0,0.0,0,6.24,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,5.0,0.0,0,False,False,True,False
33,27,2284,10,2,5,0,1.5,77.7,0.8,2,6.64,0.9,0.5,1.1,0.0,1.2,1.0,0.2,0,1.1,0.3,0.6,0.3,1.8,1.2,37.5,0.7,3.4,0.1,1,False,True,False,False
35,3,270,0,0,0,0,0.0,43.8,1.7,1,6.74,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,26.7,0.0,6.7,0.0,0,False,False,True,False
31,2,259,1,0,2,0,0.7,75.4,0.7,0,6.22,0.6,0.1,0.7,0.0,0.2,0.2,0.1,0,0.2,0.2,1.7,0.1,0.6,0.7,6.8,0.0,0.1,0.1,0,False,True,False,False
28,0,11,0,0,0,0,0.0,86.7,0.0,0,6.04,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.3,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0,False,False,False,True
24,17,1501,3,1,0,0,1.2,75.5,0.2,0,6.54,1.4,0.6,0.8,0.0,0.2,0.8,0.0,0,0.8,1.0,0.7,0.3,1.5,2.4,19.3,0.5,0.5,0.0,0,False,False,False,True
20,0,16,0,0,0,0,0.0,66.7,0.0,0,5.97,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.5,0.0,3.0,0.0,0.0,0.0,0,False,True,False,False
22,21,1890,0,0,0,0,0.0,60.1,0.3,1,6.51,0.0,0.1,0.0,0.0,1.0,0.1,0.0,0,0.0,0.0,0.1,0.0,0.0,0.0,26.0,0.0,5.3,0.0,0,False,False,True,False
34,29,2534,6,2,8,1,0.9,80.8,0.3,2,7.17,2.7,1.4,2.3,0.1,0.5,1.3,0.3,0,1.5,0.6,2.2,0.0,1.1,0.0,57.3,0.6,6.6,0.1,0,False,False,False,True
21,7,628,1,0,1,0,0.6,85.5,0.0,0,6.4,0.6,0.2,0.5,0.0,0.1,0.6,0.1,0,0.5,1.0,0.5,0.2,0.8,0.9,12.2,0.5,0.6,0.0,0,False,False,False,True
22,28,2581,5,6,3,0,1.9,84.7,2.8,2,7.27,2.7,2.0,1.3,0.0,0.7,1.1,0.1,0,1.2,0.4,1.3,0.1,0.8,1.1,59.1,0.1,3.7,0.2,0,False,False,False,True
28,16,1294,4,0,4,0,1.3,78.1,0.7,0,6.48,0.2,0.6,1.1,0.0,0.8,0.1,0.0,0,0.8,0.5,1.5,0.1,2.0,1.9,16.7,0.1,0.9,0.2,0,False,True,False,False
27,13,1297,2,1,3,0,0.9,63.3,1.9,0,6.46,0.6,0.4,1.3,0.0,0.6,0.4,0.1,0,0.6,0.5,0.6,0.2,0.6,1.4,12.0,0.2,0.4,0.0,0,False,True,False,False
19,7,671,0,0,1,0,0.3,72.5,0.4,0,6.74,2.9,1.7,1.3,0.2,2.5,0.6,0.1,0,0.2,1.3,1.0,0.1,0.7,0.2,27.3,0.2,1.0,0.1,0,False,False,False,True
26,28,2426,3,0,4,2,0.7,75.3,2.8,3,7.26,1.8,2.6,0.8,1.3,9.1,0.6,0.8,0,0.1,0.3,0.9,0.1,0.3,0.4,37.8,0.1,4.2,0.0,0,False,False,False,True
23,21,1888,0,0,1,0,0.1,85.1,0.9,0,6.29,0.9,0.6,0.5,0.6,1.5,0.3,0.3,0,0.4,0.3,0.8,0.0,0.1,0.8,38.2,0.1,2.3,0.0,1,True,False,False,False
34,26,2186,6,0,3,1,1.1,72.7,0.3,1,6.7,1.0,0.6,1.7,0.0,0.3,0.6,0.1,0,1.1,1.3,1.5,0.7,2.5,0.0,27.6,0.3,1.4,0.1,1,False,True,False,False
26,35,3131,0,0,4,0,0.0,49.6,0.1,2,6.91,0.1,0.0,0.0,0.0,0.6,0.0,0.0,0,0.0,0.0,0.2,0.0,0.0,0.0,26.1,0.0,9.8,0.0,0,False,False,True,False
21,0,56,0,0,0,0,0.7,40.0,0.7,0,6.1,0.0,0.0,0.7,0.0,0.0,0.3,0.0,0,0.3,0.3,0.3,0.0,1.0,0.3,8.3,0.3,0.0,0.0,0,False,False,False,True
26,35,3150,0,0,1,0,0.0,61.5,0.2,2,6.69,0.0,0.1,0.0,0.0,1.5,0.0,0.0,1,0.1,0.0,0.0,0.0,0.0,0.0,28.4,0.0,7.4,0.0,1,False,False,True,False
20,14,1192,6,5,3,1,1.5,78.4,0.4,2,7.77,2.0,1.1,1.3,0.0,0.1,1.5,0.0,0,2.0,3.5,1.6,0.6,2.1,1.8,32.6,1.5,1.1,0.0,0,False,True,False,False
24,4,288,1,2,0,0,0.9,73.7,0.3,0,6.87,0.7,0.4,0.1,0.0,0.1,0.0,0.0,0,1.0,1.1,1.3,0.4,0.4,1.1,13.6,0.6,0.7,0.0,0,False,False,False,True
26,0,26,0,0,0,0,0.3,75.0,0.0,0,6.25,0.7,0.3,0.0,0.0,0.0,0.0,0.0,0,0.3,0.7,1.0,0.0,0.3,0.3,5.3,0.0,0.7,0.0,0,False,True,False,False
27,7,769,2,5,0,0,0.7,82.9,0.5,0,6.59,0.6,0.1,0.7,0.0,0.3,0.4,0.0,0,1.2,0.8,1.0,0.2,0.9,1.3,19.1,0.4,0.4,0.2,1,False,True,False,False
22,20,1932,3,2,2,0,0.8,90.0,1.9,3,7.36,2.3,1.4,0.8,0.0,1.2,0.6,0.6,0,0.5,1.5,1.2,0.0,0.9,1.1,64.0,0.2,2.0,0.1,0,False,False,False,True
24,4,585,2,2,1,0,0.7,84.6,0.1,0,6.66,0.6,0.1,0.3,0.0,0.1,0.3,0.0,0,0.8,1.2,0.6,0.0,0.9,0.8,19.9,0.3,0.4,0.1,0,False,False,False,True
30,21,1874,0,3,8,1,0.2,76.1,0.5,0,6.56,2.3,1.8,1.7,0.3,3.9,0.6,0.2,1,0.8,0.1,0.5,0.0,0.3,0.6,33.3,1.2,2.5,0.0,0,True,False,False,False
22,34,3010,3,0,7,1,0.9,79.9,3.2,2,6.94,1.7,1.4,1.8,0.3,4.0,0.5,0.6,0,0.1,0.3,0.6,0.1,0.2,0.6,48.5,0.1,3.6,0.0,0,True,False,False,False
26,3,295,0,0,0,0,1.6,85.3,0.0,0,6.47,0.3,0.3,0.3,0.0,0.0,0.0,0.0,0,1.9,1.6,1.6,0.0,2.1,1.3,27.3,0.4,0.9,0.0,0,False,True,False,False
27,22,1857,7,0,1,0,2.4,76.7,0.2,0,6.54,0.2,0.4,0.6,0.0,0.0,0.1,0.0,0,0.6,0.6,1.4,1.4,1.4,1.7,10.9,0.2,0.4,0.0,0,False,True,False,False
27,20,1863,0,2,8,0,1.0,80.6,2.0,0,7.0,2.5,2.1,1.6,0.0,1.3,1.4,0.3,0,1.2,0.4,1.3,0.0,0.4,0.9,43.8,0.9,2.7,0.0,0,False,False,False,True
32,21,1789,1,0,4,1,0.6,86.6,1.5,0,7.08,1.5,2.3,1.1,0.1,3.4,0.3,0.5,0,0.5,0.5,1.0,0.1,0.2,0.5,57.6,0.1,3.8,0.0,0,True,False,False,False
22,27,2441,3,5,5,0,1.3,68.4,0.6,1,6.72,1.7,1.0,1.4,0.0,0.6,1.1,0.2,0,0.9,1.3,0.7,0.2,0.9,1.8,18.0,0.5,0.5,0.0,0,False,False,False,True
21,10,957,0,0,3,0,0.3,79.8,1.5,0,6.66,1.9,1.3,0.5,0.3,3.1,0.4,0.7,1,0.2,0.3,0.5,0.0,0.3,0.5,36.9,0.2,2.7,0.0,0,False,False,False,True
26,5,456,0,1,1,0,1.3,84.1,0.3,0,6.65,2.4,0.6,0.6,0.0,0.7,1.6,0.1,0,1.7,0.1,0.6,0.0,0.7,0.9,27.3,0.4,2.7,0.1,0,False,False,False,True
22,4,640,1,0,1,0,1.3,73.2,0.5,0,6.37,0.3,0.1,0.3,0.0,0.1,0.2,0.0,0,0.6,0.7,0.7,0.0,1.1,0.0,9.5,0.7,0.3,0.0,0,False,True,False,False
20,6,866,2,2,1,0,1.0,76.8,0.4,1,6.32,0.2,0.2,0.9,0.0,0.0,0.0,0.0,0,0.3,0.9,0.4,0.1,0.7,1.1,4.3,0.1,0.0,0.0,1,False,True,False,False
24,25,2206,1,0,1,0,0.3,92.9,1.8,0,6.79,1.2,1.1,0.5,0.9,3.5,0.4,0.5,0,0.2,0.3,0.7,0.0,0.2,0.4,73.4,0.1,5.0,0.0,0,True,False,False,False
28,13,1062,3,2,0,0,1.1,78.1,0.3,1,6.55,0.4,0.2,0.4,0.0,0.1,0.2,0.0,0,1.1,0.2,1.9,0.3,0.6,1.0,18.3,0.2,0.3,0.1,0,False,True,False,False
27,18,1495,1,0,4,0,0.8,70.9,1.0,0,6.81,1.4,2.3,1.9,0.2,2.9,0.6,0.2,0,1.1,0.7,1.0,0.0,0.8,0.4,24.6,1.3,1.1,0.1,0,False,False,False,True
27,1,90,0,0,0,0,0.0,72.4,0.0,0,6.44,1.0,3.0,0.0,1.0,3.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,4.0,0.0,0,True,False,False,False
29,3,220,0,0,1,0,0.3,89.4,2.3,0,6.67,0.3,2.0,1.0,0.7,1.7,0.0,0.7,0,0.0,0.0,0.3,0.0,0.0,0.0,63.0,0.0,1.7,0.0,0,True,False,False,False
25,14,1131,2,5,1,0,2.1,79.0,0.7,2,7.11,1.3,0.3,0.7,0.0,0.2,1.3,0.0,0,1.7,2.3,2.1,0.4,1.3,2.4,35.2,0.7,1.4,0.3,0,False,True,False,False
19,5,464,1,0,0,0,1.3,85.3,0.1,0,6.88,1.4,0.7,0.2,0.0,0.7,0.3,0.0,0,0.6,1.2,0.8,0.0,1.1,0.9,26.4,0.0,0.3,0.1,0,False,True,False,False
32,9,823,1,0,2,0,0.2,80.0,1.4,0,6.29,0.5,1.1,0.5,0.4,2.7,0.5,0.8,0,0.2,0.1,0.3,0.1,0.1,0.1,25.4,0.0,2.3,0.0,0,True,False,False,False
25,26,2062,4,4,3,0,1.5,72.4,0.9,0,6.54,0.6,0.4,0.6,0.0,0.4,0.5,0.0,0,0.9,0.9,0.5,0.4,1.0,1.6,14.1,0.8,0.4,0.0,0,False,True,False,False
23,6,422,0,0,1,0,0.4,77.2,0.4,0,6.02,0.8,1.1,1.5,0.0,1.0,0.3,0.1,0,0.1,0.5,0.5,0.0,0.4,1.4,17.0,0.0,1.0,0.0,0,False,False,False,True
22,28,2380,6,3,7,0,2.0,74.9,1.9,2,6.91,1.4,0.8,2.3,0.0,0.6,1.2,0.3,0,1.1,1.1,1.7,0.0,1.2,2.9,29.4,0.2,1.1,0.0,0,False,True,False,False
31,25,2249,0,0,2,0,0.6,70.9,0.6,1,6.89,2.5,2.6,0.7,0.1,2.7,0.4,0.2,0,0.5,0.7,1.1,0.2,0.7,0.0,33.5,0.4,2.0,0.0,0,True,False,False,False
32,22,1719,0,2,3,0,0.7,86.2,0.3,0,6.74,2.5,1.3,2.0,0.0,0.8,1.3,0.1,0,0.5,0.5,0.9,0.1,0.7,0.5,38.8,0.4,4.2,0.0,0,False,False,False,True
29,1,137,0,0,2,0,0.0,90.4,0.3,0,5.94,0.5,0.3,0.8,0.3,1.5,0.8,0.0,0,0.0,0.0,0.0,0.0,0.3,0.3,18.3,0.0,1.0,0.0,0,True,False,False,False
26,21,1921,3,4,4,0,2.5,73.5,1.1,3,7.33,1.9,1.3,1.0,0.0,0.3,1.6,0.1,0,1.6,2.6,1.7,0.4,1.8,1.0,33.6,0.7,1.6,0.2,0,False,True,False,False
25,12,1044,0,0,4,1,0.0,85.7,0.9,0,6.1,0.9,0.5,0.5,0.3,2.8,0.5,0.3,0,0.0,0.1,0.4,0.0,0.1,0.4,39.5,0.0,2.1,0.0,0,True,False,False,False
24,5,715,0,1,3,0,0.8,63.6,0.8,0,6.14,0.5,0.2,0.7,0.0,0.3,0.3,0.0,0,0.3,0.3,0.5,0.6,0.4,1.2,5.5,0.0,0.0,0.1,0,False,True,False,False
27,11,1041,0,0,4,0,0.1,81.1,1.9,0,6.44,0.8,0.9,0.7,0.3,3.1,0.4,0.8,0,0.2,0.1,0.3,0.0,0.0,0.3,28.4,0.0,1.3,0.0,1,True,False,False,False
36,7,630,0,0,1,0,0.0,82.4,0.0,0,6.65,0.0,0.0,0.0,0.0,1.6,0.0,0.0,0,0.0,0.0,0.1,0.0,0.0,0.0,21.1,0.0,5.9,0.0,0,False,False,True,False
30,13,1093,2,4,2,0,1.1,87.1,0.4,1,6.75,1.0,0.3,0.9,0.0,0.3,0.8,0.1,0,1.4,0.5,0.8,0.1,0.4,1.4,31.8,0.5,1.5,0.0,0,False,False,False,True
31,19,1776,0,0,4,1,0.1,86.1,1.0,0,6.55,1.1,1.6,0.8,0.2,4.9,0.5,0.5,1,0.3,0.1,0.5,0.0,0.1,0.2,36.9,0.0,3.1,0.0,1,True,False,False,False
26,4,298,0,0,1,1,0.4,70.7,0.2,0,6.11,1.0,0.7,0.7,0.0,0.6,0.4,0.1,0,0.4,0.6,0.3,0.1,1.1,0.1,12.9,0.4,0.8,0.1,1,False,True,False,False
23,21,1858,0,1,6,0,0.8,83.2,0.9,1,7.27,4.5,4.4,2.4,0.1,1.0,3.1,0.2,0,0.7,0.9,2.1,0.1,1.1,1.0,46.3,0.1,1.7,0.1,0,False,False,False,True
20,1,114,0,0,0,0,0.0,48.1,0.5,0,5.99,0.0,0.0,2.0,0.0,0.5,0.0,0.0,0,0.5,0.0,1.5,0.0,2.5,0.0,13.5,0.0,0.0,0.0,0,False,True,False,False
29,31,2942,10,4,7,0,1.1,58.5,5.2,2,6.84,0.5,0.4,1.2,0.0,1.4,0.3,0.1,1,1.1,0.4,0.7,0.5,1.0,1.8,22.7,0.1,0.4,0.0,0,False,True,False,False
27,1,46,0,0,0,0,0.0,90.0,0.0,0,6.19,0.0,1.0,2.0,0.0,0.0,1.0,0.0,0,1.0,1.0,1.0,0.0,1.0,0.0,10.0,0.0,0.0,0.0,1,False,True,False,False
25,13,1238,0,2,2,0,0.1,77.4,0.3,0,6.58,1.6,0.9,1.3,0.4,1.5,0.6,0.3,0,0.5,2.1,0.4,0.1,0.9,1.2,31.8,0.3,1.6,0.0,1,False,False,False,True
25,18,1667,4,3,3,0,2.3,81.9,1.5,2,7.18,1.3,1.1,0.6,0.0,0.4,0.3,0.1,0,1.2,1.6,0.6,0.3,1.4,1.8,21.0,0.0,0.1,0.1,0,False,True,False,False
28,12,1026,1,1,0,0,1.3,76.6,0.3,0,6.44,1.8,0.9,0.5,0.0,0.5,0.7,0.1,0,0.5,0.5,1.5,0.1,1.6,0.0,22.5,0.1,0.5,0.0,0,False,True,False,False
32,7,752,0,0,1,0,0.2,76.1,0.8,0,6.72,2.2,1.5,1.0,0.1,2.1,0.3,0.1,0,0.5,0.3,0.8,0.0,0.3,0.4,29.6,0.5,0.7,0.0,0,True,False,False,False
31,20,1543,0,0,6,2,0.1,75.8,1.2,0,6.75,2.3,2.8,1.8,0.5,5.0,0.8,0.5,0,0.3,0.2,0.4,0.0,0.4,0.4,26.5,0.3,1.1,0.0,0,True,False,False,False
28,10,798,0,0,2,0,1.3,71.8,0.6,0,6.72,2.1,0.8,1.0,0.3,0.4,0.4,0.1,0,0.8,0.9,0.6,0.2,1.7,0.0,33.4,0.3,2.6,0.0,0,False,False,False,True
32,11,924,0,0,3,0,0.3,69.6,0.6,0,6.36,1.1,0.6,0.4,0.4,5.6,0.2,0.9,0,0.1,0.1,0.5,0.0,0.0,0.3,14.6,0.0,0.9,0.0,1,True,False,False,False
36,22,1905,11,3,4,0,2.2,67.6,3.2,4,6.99,0.5,0.1,1.1,0.0,0.7,0.5,0.1,0,0.9,0.1,0.8,0.4,0.4,2.0,16.3,0.0,0.2,0.0,0,False,True,False,False
31,26,2232,6,0,10,0,2.2,77.1,1.9,2,7.19,2.5,4.0,2.1,0.0,1.4,0.9,0.2,0,0.7,0.2,1.2,0.0,0.9,0.9,39.0,0.0,4.0,0.0,0,False,False,False,True
29,35,3137,0,4,2,0,0.6,78.9,1.3,0,6.66,1.4,1.3,0.9,0.1,1.7,0.3,0.3,0,1.0,0.5,0.9,0.0,0.6,1.0,42.3,0.7,1.1,0.0,0,False,False,False,True
29,31,2752,6,9,4,1,1.7,87.8,0.3,2,7.21,1.8,0.8,0.5,0.0,0.6,1.5,0.1,0,2.5,0.9,1.2,0.2,1.7,1.2,59.9,1.2,4.3,0.2,0,False,False,False,True
29,31,2788,12,3,4,0,1.8,71.2,3.3,2,7.04,0.8,0.4,1.6,0.0,0.2,0.7,0.2,0,0.8,1.2,2.4,1.5,2.4,1.8,18.3,0.1,0.4,0.0,1,False,True,False,False
20,7,750,2,0,3,0,1.0,70.7,1.7,0,6.37,0.3,0.3,0.7,0.0,0.3,0.0,0.0,0,0.2,0.5,0.7,0.1,0.8,1.0,11.4,0.0,0.1,0.0,1,False,True,False,False
29,6,629,0,0,1,0,0.2,82.3,0.7,0,6.8,1.2,0.9,0.9,0.3,5.3,0.9,0.8,0,0.1,0.0,1.0,0.0,0.0,0.4,36.3,0.2,2.6,0.0,0,True,False,False,False
20,5,475,3,0,1,0,1.5,74.5,0.7,1,6.98,2.0,1.1,1.0,0.0,0.5,0.9,0.1,0,1.2,2.2,0.9,0.0,1.7,1.1,15.0,0.1,0.5,0.0,0,False,True,False,False
24,15,1415,1,2,3,0,1.3,83.9,0.1,0,6.49,1.1,0.5,0.3,0.0,0.6,0.3,0.0,0,0.8,0.4,0.6,0.0,0.7,1.0,22.9,0.1,0.6,0.0,0,False,True,False,False
